,Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg),is_weapon
82,2021-05-14,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27832.0,True
83,2021-05-08,HS Code (4-digit): 9306,Smx International Ltda Epp,AV VEREADOR ABRAHAO JOAO FRANCISCO 2600 SALA 401A DOM BOSCO - ITAJAI - SC - 88307301,,,,https://panjiva.com/Smx-International-Ltda-Epp/42210195,,Nnr,France,,,,https://panjiva.com/Nnr/108471993,,SMX INTERNATIONAL LTDA EPP,93062900,1 X 40 CONTAINERS CONTAINING 24 PACKAGES OF UMPRIMED SHOTSHELL NO SKIVED,2.0,10167.0,True
84,2021-05-08,HS Code (4-digit): 9306,Carpo Logistics Ltda,"Praça Barão do Rio Branco, 14 - 131 - Centro, Santos - SP, 11010-921, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda/44909490,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS,93069090,4 X 20 CONTAINERS CONTAINING 48 PALLET OF INSERTION STRIP,4.0,22492.0,True
85,2021-05-08,HS Code (4-digit): 9306,Smx International Ltda Epp,AV VEREADOR ABRAHAO JOAO FRANCISCO 2600 SALA 401A DOM BOSCO - ITAJAI - SC - 88307301,,,,https://panjiva.com/Smx-International-Ltda-Epp/42210195,,Nnr,France,,,,https://panjiva.com/Nnr/108471993,,SMX INTERNATIONAL LTDA EPP,93062900,1 X 40 CONTAINERS CONTAINING 44 PACKAGES OF UMPRIMED SHOTSHELL NO SKIVED SANS AMORCE SI,2.0,7309.0,True
86,2021-05-07,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27841.0,True
87,2021-05-03,HS Code (4-digit): 9306,M & K Agenciamento De Cargas Ltda,R JACQUEI 164 ANDAR 3 SALA 31 VILA HELENA RUDGE - SAO BERNARDO DO CAMPO - SP - 9634000,,,,https://panjiva.com/M-K-Agenciamento-De-Cargas-Ltda/39719141,Logistics,Tlr Total Logistics Resource Inc.,"675 E Nicollet Blvd # 100, Burnsville, MN 55337, USA",,,,https://panjiva.com/Tlr-Total-Logistics-Resource-Inc/104747808,Logistics,M & K AGENCIAMENTO DE CARGAS LTDA,93069000,1 X 20 CONTAINERS CONTAINING 3 CRATES OF EMPTY BOMB CARTRIDGES NON-HAZ,1.0,2110.0,True
88,2021-05-02,HS Code (4-digit): 9306,Aeq Alianca Eletroquimica Ltda,"R. Arnaldo Perine, 457 - Jardim Pinheiros, Quatro Barras - PR, 83420-000, Brazil",,,,https://panjiva.com/Aeq-Alianca-Eletroquimica-Ltda/70552200,,Canga Savunma Endustri Ltd. Sti,"Kaletepe, 967. Sk. No:3, 71400 Kırıkkale Merkez/Kırıkkale, Turkey",,,,https://panjiva.com/Canga-Savunma-Endustri-Ltd-Sti/98287117,,AEQ ALIANCA ELETROQUIMICA LTDA,93069000,12 X 20 CONTAINERS CONTAINING 329 PALLET OF SHELL BODY WITH PARTS AND ACCESSORIES,12.0,184065.0,True
89,2021-04-18,HS Code (4-digit): 9306,Smx International Ltda Epp,AV VEREADOR ABRAHAO JOAO FRANCISCO 2600 SALA 401A DOM BOSCO - ITAJAI - SC - 88307301,,,,https://panjiva.com/Smx-International-Ltda-Epp/42210195,,Nnr,France,,,,https://panjiva.com/Nnr/108471993,,SMX INTERNATIONAL LTDA EPP,93062900,1 X 40 CONTAINERS CONTAINING 44 PACKAGES OF UMPRIMED SHOTSHELL NO SKIVED SANS AMORCE SI,2.0,7309.0,True
90,2021-04-18,HS Code (4-digit): 9306,Smx International Ltda Epp,AV VEREADOR ABRAHAO JOAO FRANCISCO 2600 SALA 401A DOM BOSCO - ITAJAI - SC - 88307301,,,,https://panjiva.com/Smx-International-Ltda-Epp/42210195,,Nnr,France,,,,https://panjiva.com/Nnr/108471993,,SMX INTERNATIONAL LTDA EPP,93062900,1 X 40 CONTAINERS CONTAINING 44 PACKAGES OF UMPRIMED SHOTSHELL NO SKIVED SANS AMORCE SI,2.0,7309.0,True
91,2021-04-15,HS Code (4-digit): 9306,Companhia Brasileira De Cartuchos,"Rod. Buarque de Macedo, 3133 - Faxinal, Montenegro - RS, 95780-000, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/46481945,,Kudret Metal Izabe San Nak Ve Tic As,"26670 İnönü/Eskişehir, Turkey",,,,https://panjiva.com/Kudret-Metal-Izabe-San-Nak-Ve-Tic-As/91862696,,COMPANHIA BRASILEIRA DE CARTUCHOS,93060000,1 X 20 CONTAINERS CONTAINING 24 PALLET OF LEAD SHOT,1.0,24720.0,True
92,2021-04-09,HS Code (4-digit): 9306,Carpo Logistics Ltda,"Praça Barão do Rio Branco, 14 - 131 - Centro, Santos - SP, 11010-921, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda/44909490,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS,93063000,1 X 40 CONTAINERS CONTAINING 18 PALLET OF M9 LINKS,2.0,12398.0,True
93,2021-04-08,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27843.0,True
94,2021-04-08,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27858.0,True
95,2021-04-08,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27849.0,True
96,2021-04-06,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 654 PACKAGES OF VAINA ROJA (SP) VAINA AMARILLA,2.0,9785.0,True
97,2021-04-04,HS Code (4-digit): 9306,Delmar Locksley International,"Rua Carlos Petit, 161 - Vila Mariana, São Paulo - SP, 04110-000, Brazil",,,,https://panjiva.com/Delmar-Locksley-International/25380426,,Cns Intertrans Co.,China,,,,https://panjiva.com/Cns-Intertrans-Co/106984051,,DELMAR,93060000,1 X 40 CONTAINERS CONTAINING 1608 CARTONS OF PLASTICBALL,2.0,26368.0,True
98,2021-04-03,HS Code (4-digit): 9306,Companhia Brasileira De Cartuchos,"Av. Humberto de Campos, 3220 - Bocaina, Ribeirão Pires - SP, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/42210442,,Metallwerk Elisenhutte Gmb H,ELISENHUTTE 10 - - - 56377,,,,https://panjiva.com/Metallwerk-Elisenhutte-GmbH/60147821,,COMPANHIA BRASILEIRA DE CARTUCHOS,93063000,1 X 20 CONTAINERS CONTAINING 610 CARTONS OF CARTRIDGES,1.0,16115.0,True
99,2021-04-03,HS Code (4-digit): 9306,Carpo Logistics Ltda,"Praça Barão do Rio Branco, 14 - 131 - Centro, Santos - SP, 11010-921, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda/44909490,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS,93063000,1 X 40 CONTAINERS CONTAINING 20 PALLET OF M9 LINKS M27 LINKS,2.0,9848.0,True
100,2021-03-30,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Base Spedizioni Internazionali Sp A,"Viale Goffredo Mameli, 6, 57127 Livorno LI, Italy",,+39 0586 886517,,https://panjiva.com/Base-Spedizioni-Internazionali-SpA/24487048,Manufacturer,HEAD SUL LTDA,93062900,1 X 20 CONTAINERS CONTAINING 11 PALLET OF PROJECTILE WADS 32 GR. GUALBO BALLS 21 MM SUPER G WADS,1.0,3721.0,True
101,2021-03-17,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 660 PACKAGES OF PLATA,2.0,9878.0,True
102,2021-03-17,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 609 PACKAGES OF PLATA,2.0,9446.0,True
103,2021-03-17,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 660 PACKAGES OF VAINA,2.0,9951.0,True
104,2021-03-16,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93062190,280 CARTONS OF CARTRIDGES SMALL ARMS,0.29,5152.0,True
105,2021-03-16,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93063000,1 X 20 CONTAINERS CONTAINING 630 CARTONS OF CARTRIDGES SMALL ARMS,0.5,8906.0,True
106,2021-03-16,HS Code (4-digit): 9306,Carpo Logistics Ltda Epp,"R. Conselheiro João Alfredo, 193 - Macuco, Santos - SP, 11015-220, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda-Epp/42209234,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS LTDA EPP,93063000,1 X 20 CONTAINERS CONTAINING 12 PALLET OF M9 LINKS,1.0,5448.0,True
107,2021-03-16,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93063000,1800 CARTONS OF UNPRIMED EMPTY CASES   NON DANGEROUS GOODS,0.13,2244.0,True
109,2021-03-14,HS Code (4-digit): 9306,Aeq Alianca Eletroquimica Ltda,"R. Arnaldo Perine, 457 - Jardim Pinheiros, Quatro Barras - PR, 83420-000, Brazil",,,,https://panjiva.com/Aeq-Alianca-Eletroquimica-Ltda/70552200,,Canga Savunma Endustri Ltd. Sti,"Kaletepe, 967. Sk. No:3, 71400 Kırıkkale Merkez/Kırıkkale, Turkey",,,,https://panjiva.com/Canga-Savunma-Endustri-Ltd-Sti/98287117,,AEQ ALIANCA ELETROQUIMICA LTDA,93060000,1 X 20 CONTAINERS CONTAINING 28 PACKAGES OF SHELL BODY,1.0,15120.0,True
110,2021-03-13,HS Code (4-digit): 9306,Aeq Alianca Eletroquimica Ltda,"R. Arnaldo Perine, 457 - Jardim Pinheiros, Quatro Barras - PR, 83420-000, Brazil",,,,https://panjiva.com/Aeq-Alianca-Eletroquimica-Ltda/70552200,,Canga Savunma Endustri Ltd. Sti,"Kaletepe, 967. Sk. No:3, 71400 Kırıkkale Merkez/Kırıkkale, Turkey",,,,https://panjiva.com/Canga-Savunma-Endustri-Ltd-Sti/98287117,,AEQ ALIANCA ELETROQUIMICA LTDA,93069000,15 X 20 CONTAINERS CONTAINING 446 PALLET OF FIN ASSEMBLY,15.0,134149.99,True
111,2021-03-12,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27825.0,True
112,2021-03-12,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27849.0,True
113,2021-03-11,HS Code (4-digit): 9306,Ancora Chumbadores Ltda,"Av. Belizário Ramos, 2276 - Centro, Lages - SC, Brazil",,,,https://panjiva.com/Ancora-Chumbadores-Ltda/39582367,,"Sichuan Nanshan Powder Actuated Fastening System Co., Ltd.",China,,,,https://panjiva.com/Sichuan-Nanshan-Powder-Actuated-Fastening-System-Co-Ltd/87847074,Manufacturer,CUSTOMS ASSESSORIA EM COMERCIO EXTERIOR LTDA,93060000,1 X 40 CONTAINERS CONTAINING 39 PALLET OF POWDER LOADS,2.0,22310.0,True
114,2021-03-04,HS Code (4-digit): 9306,Carpo Logistics Ltda Epp,"R. Conselheiro João Alfredo, 193 - Macuco, Santos - SP, 11015-220, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda-Epp/42209234,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS LTDA EPP,93063000,1 X 20 & 1 X 40 CONTAINERS CONTAINING 36 PALLET OF M9 LINKS M13 LINKS,3.0,17497.0,True
115,2021-02-28,HS Code (4-digit): 9306,Capital Trade Importacao E Exportacao Ltda,AV CORONEL MARCOS KONDER 805 SALA 1101 CENTRO EMP CENTRO - ITAJAI - SC - 88301302,,,,https://panjiva.com/Capital-Trade-Importacao-E-Exportacao-Ltda/38550277,"Trading Company, Wholesale","Yibin Yiruida Fastener Co., Ltd.","Gaoxian, Yibin, Sichuan, China",,,,https://panjiva.com/Yibin-Yiruida-Fastener-Co-Ltd/67788313,,CAPITAL TRADE IMPORTACAO E EXPORTACAO LTDA,93063000,1 X 20 CONTAINERS CONTAINING 24 PALLET OF TOOL ACCESSORIES( POWERLOADS,1.0,10441.0,True
116,2021-02-22,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 634 PACKAGES OF VAINA 12.10.70 CBC PLATA (SP) VAINA 16.12.70 ROJA (SP) VAINA 12:.16.70 VERDE RIO (SP),2.0,9456.0,True
117,2021-02-21,HS Code (4-digit): 9306,Carpo Logistics Ltda Epp,"R. Conselheiro João Alfredo, 193 - Macuco, Santos - SP, 11015-220, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda-Epp/42209234,Logistics,Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,,CARPO LOGISTICS LTDA EPP,93063000,1 X 20 CONTAINERS CONTAINING 9 PALLET OF M13 LINKS,1.0,8767.0,True
118,2021-02-20,HS Code (4-digit): 9306,Aeq Alianca Eletroquimica Ltda,"R. Arnaldo Perine, 457 - Jardim Pinheiros, Quatro Barras - PR, 83420-000, Brazil",,,,https://panjiva.com/Aeq-Alianca-Eletroquimica-Ltda/70552200,,"Hanil Forging Ind Co., Ltd.",42 ROAD 97 SUNG JU RO - CHANGWON - - 0,,,,https://panjiva.com/Hanil-Forging-Ind-Co-Ltd/71211451,Manufacturer,AEQ ALIANCA ELETROQUIMICA LTDA,93060000,35 X 20 CONTAINERS CONTAINING 420 PALLET OF EMPTY BODY FOR GENERAL PURPOSE BOMB,35.0,387239.99,True
119,2021-02-19,HS Code (4-digit): 9306,Companhia Brasileira De Cartuchos,"Rod. Buarque de Macedo, 3133 - Faxinal, Montenegro - RS, 95780-000, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/46481945,,Kudret Metal Izabe San Nak Ve Tic As,"26670 İnönü/Eskişehir, Turkey",,,,https://panjiva.com/Kudret-Metal-Izabe-San-Nak-Ve-Tic-As/91862696,,COMPANHIA BRASILEIRA DE CARTUCHOS,93060000,1 X 20 CONTAINERS CONTAINING 24 PALLET OF LEAD SHOT,1.0,24720.0,True
120,2021-02-18,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27886.0,True
121,2021-02-16,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27892.0,True
122,2021-02-16,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93060000,"3 X 20 CONTAINERS CONTAINING 29 PALLET OF CONTENIENDO CARTUCHOS ORBEA , RD CALIBRES VARIOS MILLARES CARTUCHOS ORBEA , RD CALIBRES VARIOS",3.0,56040.0,True
123,2021-02-16,HS Code (4-digit): 9306,News Logistics Eireli,"Rua Cardeal Arcoverde, 2811 - 702 - Pinheiros, São Paulo - SP, 05407-004, Brazil",,,,https://panjiva.com/News-Logistics-Eireli/42362006,Logistics,Transcargo,"Sarmiento 151, C1041 AAE, Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo/71675167,"Manufacturer, Logistics",NEWS LOGISTICS EIRELI,93062900,1 X 20 CONTAINERS CONTAINING 27 DRUMS OF LEAD SHOT,1.0,27848.0,True
124,2021-02-12,HS Code (4-digit): 9306,Smx International Ltda Epp,AV VEREADOR ABRAHAO JOAO FRANCISCO 2600 SALA 401A DOM BOSCO - ITAJAI - SC - 88307301,,,,https://panjiva.com/Smx-International-Ltda-Epp/42210195,,Nnr Global Logistics,France,,,,https://panjiva.com/Nnr-Global-Logistics/87846584,Logistics,SMX INTERNATIONAL LTDA EPP,93062900,1 X 20 CONTAINERS CONTAINING 11 PACKAGES OF UMPRIMED SHOTSHELL NO SKIVED SANS AMORCE SI,1.0,3218.0,True
125,2021-02-09,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 650 PACKAGES OF VAINA 12.25.70 GUINDA (NIQ.) (SP) VAINA 12.25.70 AZUL RIO (:NIQ.) (SP) VAINA 12.16.70 ROJA (SP),2.0,11076.0,True
126,2021-02-09,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 660 PACKAGES OF VAINA 12.16.70 VERDE RIO (SP) VAINA 12.16.70 ROJA (SP) VAI:NA 20.16.70 AMARILLA (SP),2.0,9935.0,True
127,2021-02-09,HS Code (4-digit): 9306,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,,Milestone Logistics Ltd.,Spain,,,,https://panjiva.com/Milestone-Logistics-Ltd/87844510,Logistics,HEAD SUL LTDA,93062900,1 X 40 CONTAINERS CONTAINING 655 PACKAGES OF VAINA 16.12.70 ROJA (SP) VAINA 12.10.70 CBC PLATA (SP) VAINA 20:.16.70 AMARILLA (SP),2.0,9744.0,True
128,2021-02-08,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93063000,280 CARTONS OF CARTRIDGES SMALL ARMS,0.24,3109.0,True
129,2021-02-08,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93063000,1800 CARTONS OF UNPRIMED CASES,0.16,2076.0,True
130,2021-02-08,HS Code (4-digit): 9306,Hunter Industria E Comercio Ltda Me,"R. Dr. Gabriel Piza, 549 - Santana, São Paulo - SP, 02036-010, Brazil",,,,https://panjiva.com/Hunter-Industria-E-Comercio-Ltda-Me/41812707,Manufacturer,Fiocchi Munizioni Sp A,"23900 Lecco, Province of Lecco, Italy",,,,https://panjiva.com/Fiocchi-Munizioni-SpA/75953165,,HUNTER INDUSTRIA E COMERCIO LTDA ME,93063000,1 X 20 CONTAINERS CONTAINING 530 CARTONS OF CARTRIDGES SMALL ARMS,0.48,6149.0,True
131,2021-02-05,HS Code (4-digit): 9306,Pluscargo Group,"Praça Antônio Teles, 15 - 101r - Centro, Santos - SP, 11013-020, Brazil",,,,https://panjiva.com/Pluscargo-Group/41673059,Logistics,"Kaiyuan Shipping Co., Ltd.",Hong Kong,,,,https://panjiva.com/Kaiyuan-Shipping-Co-Ltd/87850326,Logistics,PLUSCARGO GROUP,93060000,1 X 40 CONTAINERS CONTAINING 2 PALLET OF PLASTIC BALL PLASTIC PROJECTS AIRSOFT,0.4,2153.0,True
132,2021-01-30,HS Code (4-digit): 9306,Comando Da Marinha,"Av. Brasil, 10500 - Guadalupe, Rio de Janeiro - RJ, 21660-000, Brazil",,,,https://panjiva.com/Comando-Da-Marinha/39584344,,Naval Group Sa,"42 Rue du Dr Finlay, 75015 Paris-15E-Arrondissement, France",,,,https://panjiva.com/Naval-Group-SA/46736013,,COMANDO DA MARINHA,93062000,1 X 20 CONTAINERS CONTAINING 5 CRATES OF SECONDARY BATTERY SECTION,1.0,2342.0,True
